Event_Type,Time,Source_Node,Destination_Node,Protocol,Packet_Size,Flags,Flow_ID,Source_Address,Destination_Address,Sequence_Number,Packet_ID
+,3.26608,0,1,tcp,1040,-------,0,0.0,1.0,286,554
-,3.27072,0,1,tcp,1040,-------,0,0.0,1.0,270,522
r,3.2724,0,1,tcp,1040,-------,0,0.0,1.0,268,518
+,3.2724,1,0,ack,40,-------,0,1.0,0.0,268,555
-,3.2724,1,0,ack,40,-------,0,1.0,0.0,268,555
r,3.2744,1,0,ack,40,-------,0,1.0,0.0,267,553
+,3.2744,0,1,tcp,1040,-------,0,0.0,1.0,287,556
-,3.27904,0,1,tcp,1040,-------,0,0.0,1.0,271,524
r,3.28072,0,1,tcp,1040,-------,0,0.0,1.0,269,520
+,3.28072,1,0,ack,40,-------,0,1.0,0.0,269,557
-,3.28072,1,0,ack,40,-------,0,1.0,0.0,269,557
r,3.28272,1,0,ack,40,-------,0,1.0,0.0,268,555
+,3.28272,0,1,tcp,1040,-------,0,0.0,1.0,288,558
-,3.28736,0,1,tcp,1040,-------,0,0.0,1.0,272,526
r,3.28904,0,1,tcp,1040,-------,0,0.0,1.0,270,522
+,3.28904,1,0,ack,40,-------,0,1.0,0.0,270,559
-,3.28904,1,0,ack,40,-------,0,1.0,0.0,270,559
r,3.29104,1,0,ack,40,-------,0,1.0,0.0,269,557
+,3.29104,0,1,tcp,1040,-------,0,0.0,1.0,289,560
-,3.29568,0,1,tcp,1040,-------,0,0.0,1.0,273,528
r,3.29736,0,1,tcp,1040,-------,0,0.0,1.0,271,524
+,3.29736,1,0,ack,40,-------,0,1.0,0.0,271,561
-,3.29736,1,0,ack,40,-------,0,1.0,0.0,271,561
r,3.29936,1,0,ack,40,-------,0,1.0,0.0,270,559
+,3.29936,0,1,tcp,1040,-------,0,0.0,1.0,290,562
-,3.304,0,1,tcp,1040,-------,0,0.0,1.0,274,530
r,3.30568,0,1,tcp,1040,-------,0,0.0,1.0,272,526
+,3.30568,1,0,ack,40,-------,0,1.0,0.0,272,563
-,3.30568,1,0,ack,40,-------,0,1.0,0.0,272,563
r,3.30768,1,0,ack,40,-------,0,1.0,0.0,271,561
+,3.30768,0,1,tcp,1040,-------,0,0.0,1.0,291,564
-,3.31232,0,1,tcp,1040,-------,0,0.0,1.0,275,532
r,3.314,0,1,tcp,1040,-------,0,0.0,1.0,273,528
+,3.314,1,0,ack,40,-------,0,1.0,0.0,273,565
-,3.314,1,0,ack,40,-------,0,1.0,0.0,273,565
r,3.316,1,0,ack,40,-------,0,1.0,0.0,272,563
+,3.316,0,1,tcp,1040,-------,0,0.0,1.0,292,566
-,3.32064,0,1,tcp,1040,-------,0,0.0,1.0,276,534
r,3.32232,0,1,tcp,1040,-------,0,0.0,1.0,274,530
+,3.32232,1,0,ack,40,-------,0,1.0,0.0,274,567
-,3.32232,1,0,ack,40,-------,0,1.0,0.0,274,567
r,3.32432,1,0,ack,40,-------,0,1.0,0.0,273,565
+,3.32432,0,1,tcp,1040,-------,0,0.0,1.0,293,568
-,3.32896,0,1,tcp,1040,-------,0,0.0,1.0,277,536
r,3.33064,0,1,tcp,1040,-------,0,0.0,1.0,275,532
+,3.33064,1,0,ack,40,-------,0,1.0,0.0,275,569
-,3.33064,1,0,ack,40,-------,0,1.0,0.0,275,569
r,3.33264,1,0,ack,40,-------,0,1.0,0.0,274,567
+,3.33264,0,1,tcp,1040,-------,0,0.0,1.0,294,570
-,3.33728,0,1,tcp,1040,-------,0,0.0,1.0,278,538
r,3.33896,0,1,tcp,1040,-------,0,0.0,1.0,276,534
+,3.33896,1,0,ack,40,-------,0,1.0,0.0,276,571
-,3.33896,1,0,ack,40,-------,0,1.0,0.0,276,571
r,3.34096,1,0,ack,40,-------,0,1.0,0.0,275,569
+,3.34096,0,1,tcp,1040,-------,0,0.0,1.0,295,572
-,3.3456,0,1,tcp,1040,-------,0,0.0,1.0,279,540
r,3.34728,0,1,tcp,1040,-------,0,0.0,1.0,277,536
+,3.34728,1,0,ack,40,-------,0,1.0,0.0,277,573
-,3.34728,1,0,ack,40,-------,0,1.0,0.0,277,573
r,3.34928,1,0,ack,40,-------,0,1.0,0.0,276,571
+,3.34928,0,1,tcp,1040,-------,0,0.0,1.0,296,574
-,3.35392,0,1,tcp,1040,-------,0,0.0,1.0,280,542
r,3.3556,0,1,tcp,1040,-------,0,0.0,1.0,278,538
+,3.3556,1,0,ack,40,-------,0,1.0,0.0,278,575
-,3.3556,1,0,ack,40,-------,0,1.0,0.0,278,575
r,3.3576,1,0,ack,40,-------,0,1.0,0.0,277,573
+,3.3576,0,1,tcp,1040,-------,0,0.0,1.0,297,576
-,3.36224,0,1,tcp,1040,-------,0,0.0,1.0,281,544
r,3.36392,0,1,tcp,1040,-------,0,0.0,1.0,279,540
+,3.36392,1,0,ack,40,-------,0,1.0,0.0,279,577
-,3.36392,1,0,ack,40,-------,0,1.0,0.0,279,577
r,3.36592,1,0,ack,40,-------,0,1.0,0.0,278,575
+,3.36592,0,1,tcp,1040,-------,0,0.0,1.0,298,578
-,3.37056,0,1,tcp,1040,-------,0,0.0,1.0,282,546
r,3.37224,0,1,tcp,1040,-------,0,0.0,1.0,280,542
+,3.37224,1,0,ack,40,-------,0,1.0,0.0,280,579
-,3.37224,1,0,ack,40,-------,0,1.0,0.0,280,579
r,3.37424,1,0,ack,40,-------,0,1.0,0.0,279,577
+,3.37424,0,1,tcp,1040,-------,0,0.0,1.0,299,580
-,3.37888,0,1,tcp,1040,-------,0,0.0,1.0,283,548
r,3.38056,0,1,tcp,1040,-------,0,0.0,1.0,281,544
+,3.38056,1,0,ack,40,-------,0,1.0,0.0,281,581
-,3.38056,1,0,ack,40,-------,0,1.0,0.0,281,581
r,3.38256,1,0,ack,40,-------,0,1.0,0.0,280,579
+,3.38256,0,1,tcp,1040,-------,0,0.0,1.0,300,582
-,3.3872,0,1,tcp,1040,-------,0,0.0,1.0,284,550
r,3.38888,0,1,tcp,1040,-------,0,0.0,1.0,282,546
+,3.38888,1,0,ack,40,-------,0,1.0,0.0,282,583
-,3.38888,1,0,ack,40,-------,0,1.0,0.0,282,583
r,3.39088,1,0,ack,40,-------,0,1.0,0.0,281,581
+,3.39088,0,1,tcp,1040,-------,0,0.0,1.0,301,584
-,3.39552,0,1,tcp,1040,-------,0,0.0,1.0,285,552
r,3.3972,0,1,tcp,1040,-------,0,0.0,1.0,283,548
+,3.3972,1,0,ack,40,-------,0,1.0,0.0,283,585
-,3.3972,1,0,ack,40,-------,0,1.0,0.0,283,585
r,3.3992,1,0,ack,40,-------,0,1.0,0.0,282,583
+,3.3992,0,1,tcp,1040,-------,0,0.0,1.0,302,586
-,3.40384,0,1,tcp,1040,-------,0,0.0,1.0,286,554
r,3.40552,0,1,tcp,1040,-------,0,0.0,1.0,284,550
+,3.40552,1,0,ack,40,-------,0,1.0,0.0,284,587
-,3.40552,1,0,ack,40,-------,0,1.0,0.0,284,587
r,3.40752,1,0,ack,40,-------,0,1.0,0.0,283,585
+,3.40752,0,1,tcp,1040,-------,0,0.0,1.0,303,588
-,3.41216,0,1,tcp,1040,-------,0,0.0,1.0,287,556
r,3.41384,0,1,tcp,1040,-------,0,0.0,1.0,285,552
+,3.41384,1,0,ack,40,-------,0,1.0,0.0,285,589
-,3.41384,1,0,ack,40,-------,0,1.0,0.0,285,589
r,3.41584,1,0,ack,40,-------,0,1.0,0.0,284,587
+,3.41584,0,1,tcp,1040,-------,0,0.0,1.0,304,590
-,3.42048,0,1,tcp,1040,-------,0,0.0,1.0,288,558
r,3.42216,0,1,tcp,1040,-------,0,0.0,1.0,286,554
+,3.42216,1,0,ack,40,-------,0,1.0,0.0,286,591
-,3.42216,1,0,ack,40,-------,0,1.0,0.0,286,591
r,3.42416,1,0,ack,40,-------,0,1.0,0.0,285,589
+,3.42416,0,1,tcp,1040,-------,0,0.0,1.0,305,592
-,3.4288,0,1,tcp,1040,-------,0,0.0,1.0,289,560
r,3.43048,0,1,tcp,1040,-------,0,0.0,1.0,287,556
+,3.43048,1,0,ack,40,-------,0,1.0,0.0,287,593
-,3.43048,1,0,ack,40,-------,0,1.0,0.0,287,593
r,3.43248,1,0,ack,40,-------,0,1.0,0.0,286,591
+,3.43248,0,1,tcp,1040,-------,0,0.0,1.0,306,594
-,3.43712,0,1,tcp,1040,-------,0,0.0,1.0,290,562
r,3.4388,0,1,tcp,1040,-------,0,0.0,1.0,288,558
+,3.4388,1,0,ack,40,-------,0,1.0,0.0,288,595
-,3.4388,1,0,ack,40,-------,0,1.0,0.0,288,595
r,3.4408,1,0,ack,40,-------,0,1.0,0.0,287,593
+,3.4408,0,1,tcp,1040,-------,0,0.0,1.0,307,596
-,3.44544,0,1,tcp,1040,-------,0,0.0,1.0,291,564
r,3.44712,0,1,tcp,1040,-------,0,0.0,1.0,289,560
+,3.44712,1,0,ack,40,-------,0,1.0,0.0,289,597
-,3.44712,1,0,ack,40,-------,0,1.0,0.0,289,597
r,3.44912,1,0,ack,40,-------,0,1.0,0.0,288,595
+,3.44912,0,1,tcp,1040,-------,0,0.0,1.0,308,598
-,3.45376,0,1,tcp,1040,-------,0,0.0,1.0,292,566
r,3.45544,0,1,tcp,1040,-------,0,0.0,1.0,290,562
+,3.45544,1,0,ack,40,-------,0,1.0,0.0,290,599
-,3.45544,1,0,ack,40,-------,0,1.0,0.0,290,599
r,3.45744,1,0,ack,40,-------,0,1.0,0.0,289,597
+,3.45744,0,1,tcp,1040,-------,0,0.0,1.0,309,600
-,3.46208,0,1,tcp,1040,-------,0,0.0,1.0,293,568
r,3.46376,0,1,tcp,1040,-------,0,0.0,1.0,291,564
+,3.46376,1,0,ack,40,-------,0,1.0,0.0,291,601
-,3.46376,1,0,ack,40,-------,0,1.0,0.0,291,601
r,3.46576,1,0,ack,40,-------,0,1.0,0.0,290,599
+,3.46576,0,1,tcp,1040,-------,0,0.0,1.0,310,602
-,3.4704,0,1,tcp,1040,-------,0,0.0,1.0,294,570
r,3.47208,0,1,tcp,1040,-------,0,0.0,1.0,292,566
+,3.47208,1,0,ack,40,-------,0,1.0,0.0,292,603
-,3.47208,1,0,ack,40,-------,0,1.0,0.0,292,603
r,3.47408,1,0,ack,40,-------,0,1.0,0.0,291,601
+,3.47408,0,1,tcp,1040,-------,0,0.0,1.0,311,604
-,3.47872,0,1,tcp,1040,-------,0,0.0,1.0,295,572
r,3.4804,0,1,tcp,1040,-------,0,0.0,1.0,293,568
+,3.4804,1,0,ack,40,-------,0,1.0,0.0,293,605
-,3.4804,1,0,ack,40,-------,0,1.0,0.0,293,605
r,3.4824,1,0,ack,40,-------,0,1.0,0.0,292,603
+,3.4824,0,1,tcp,1040,-------,0,0.0,1.0,312,606
-,3.48704,0,1,tcp,1040,-------,0,0.0,1.0,296,574
r,3.48872,0,1,tcp,1040,-------,0,0.0,1.0,294,570
+,3.48872,1,0,ack,40,-------,0,1.0,0.0,294,607
-,3.48872,1,0,ack,40,-------,0,1.0,0.0,294,607
r,3.49072,1,0,ack,40,-------,0,1.0,0.0,293,605
+,3.49072,0,1,tcp,1040,-------,0,0.0,1.0,313,608
-,3.49536,0,1,tcp,1040,-------,0,0.0,1.0,297,576
r,3.49704,0,1,tcp,1040,-------,0,0.0,1.0,295,572
+,3.49704,1,0,ack,40,-------,0,1.0,0.0,295,609
-,3.49704,1,0,ack,40,-------,0,1.0,0.0,295,609
r,3.49904,1,0,ack,40,-------,0,1.0,0.0,294,607
+,3.49904,0,1,tcp,1040,-------,0,0.0,1.0,314,610
-,3.50368,0,1,tcp,1040,-------,0,0.0,1.0,298,578
r,3.50536,0,1,tcp,1040,-------,0,0.0,1.0,296,574
+,3.50536,1,0,ack,40,-------,0,1.0,0.0,296,611
-,3.50536,1,0,ack,40,-------,0,1.0,0.0,296,611
r,3.50736,1,0,ack,40,-------,0,1.0,0.0,295,609
+,3.50736,0,1,tcp,1040,-------,0,0.0,1.0,315,612
-,3.512,0,1,tcp,1040,-------,0,0.0,1.0,299,580
r,3.51368,0,1,tcp,1040,-------,0,0.0,1.0,297,576
+,3.51368,1,0,ack,40,-------,0,1.0,0.0,297,613
-,3.51368,1,0,ack,40,-------,0,1.0,0.0,297,613
r,3.51568,1,0,ack,40,-------,0,1.0,0.0,296,611
+,3.51568,0,1,tcp,1040,-------,0,0.0,1.0,316,614
-,3.52032,0,1,tcp,1040,-------,0,0.0,1.0,300,582
r,3.522,0,1,tcp,1040,-------,0,0.0,1.0,298,578
+,3.522,1,0,ack,40,-------,0,1.0,0.0,298,615
-,3.522,1,0,ack,40,-------,0,1.0,0.0,298,615
r,3.524,1,0,ack,40,-------,0,1.0,0.0,297,613
+,3.524,0,1,tcp,1040,-------,0,0.0,1.0,317,616
-,3.52864,0,1,tcp,1040,-------,0,0.0,1.0,301,584
r,3.53032,0,1,tcp,1040,-------,0,0.0,1.0,299,580
+,3.53032,1,0,ack,40,-------,0,1.0,0.0,299,617
-,3.53032,1,0,ack,40,-------,0,1.0,0.0,299,617
r,3.53232,1,0,ack,40,-------,0,1.0,0.0,298,615
+,3.53232,0,1,tcp,1040,-------,0,0.0,1.0,318,618
-,3.53696,0,1,tcp,1040,-------,0,0.0,1.0,302,586
r,3.53864,0,1,tcp,1040,-------,0,0.0,1.0,300,582
+,3.53864,1,0,ack,40,-------,0,1.0,0.0,300,619
-,3.53864,1,0,ack,40,-------,0,1.0,0.0,300,619
r,3.54064,1,0,ack,40,-------,0,1.0,0.0,299,617
+,3.54064,0,1,tcp,1040,-------,0,0.0,1.0,319,620
-,3.54528,0,1,tcp,1040,-------,0,0.0,1.0,303,588
r,3.54696,0,1,tcp,1040,-------,0,0.0,1.0,301,584
+,3.54696,1,0,ack,40,-------,0,1.0,0.0,301,621
-,3.54696,1,0,ack,40,-------,0,1.0,0.0,301,621
r,3.54896,1,0,ack,40,-------,0,1.0,0.0,300,619
+,3.54896,0,1,tcp,1040,-------,0,0.0,1.0,320,622
-,3.5536,0,1,tcp,1040,-------,0,0.0,1.0,304,590
r,3.55528,0,1,tcp,1040,-------,0,0.0,1.0,302,586
+,3.55528,1,0,ack,40,-------,0,1.0,0.0,302,623
-,3.55528,1,0,ack,40,-------,0,1.0,0.0,302,623
r,3.55728,1,0,ack,40,-------,0,1.0,0.0,301,621
+,3.55728,0,1,tcp,1040,-------,0,0.0,1.0,321,624
-,3.56192,0,1,tcp,1040,-------,0,0.0,1.0,305,592
r,3.5636,0,1,tcp,1040,-------,0,0.0,1.0,303,588
+,3.5636,1,0,ack,40,-------,0,1.0,0.0,303,625
-,3.5636,1,0,ack,40,-------,0,1.0,0.0,303,625
r,3.5656,1,0,ack,40,-------,0,1.0,0.0,302,623
+,3.5656,0,1,tcp,1040,-------,0,0.0,1.0,322,626
-,3.57024,0,1,tcp,1040,-------,0,0.0,1.0,306,594
r,3.57192,0,1,tcp,1040,-------,0,0.0,1.0,304,590
+,3.57192,1,0,ack,40,-------,0,1.0,0.0,304,627
-,3.57192,1,0,ack,40,-------,0,1.0,0.0,304,627
r,3.57392,1,0,ack,40,-------,0,1.0,0.0,303,625
+,3.57392,0,1,tcp,1040,-------,0,0.0,1.0,323,628
-,3.57856,0,1,tcp,1040,-------,0,0.0,1.0,307,596
r,3.58024,0,1,tcp,1040,-------,0,0.0,1.0,305,592
+,3.58024,1,0,ack,40,-------,0,1.0,0.0,305,629
-,3.58024,1,0,ack,40,-------,0,1.0,0.0,305,629
r,3.58224,1,0,ack,40,-------,0,1.0,0.0,304,627
+,3.58224,0,1,tcp,1040,-------,0,0.0,1.0,324,630
-,3.58688,0,1,tcp,1040,-------,0,0.0,1.0,308,598
r,3.58856,0,1,tcp,1040,-------,0,0.0,1.0,306,594
+,3.58856,1,0,ack,40,-------,0,1.0,0.0,306,631
-,3.58856,1,0,ack,40,-------,0,1.0,0.0,306,631
r,3.59056,1,0,ack,40,-------,0,1.0,0.0,305,629
+,3.59056,0,1,tcp,1040,-------,0,0.0,1.0,325,632
-,3.5952,0,1,tcp,1040,-------,0,0.0,1.0,309,600
r,3.59688,0,1,tcp,1040,-------,0,0.0,1.0,307,596
+,3.59688,1,0,ack,40,-------,0,1.0,0.0,307,633
-,3.59688,1,0,ack,40,-------,0,1.0,0.0,307,633
r,3.59888,1,0,ack,40,-------,0,1.0,0.0,306,631
+,3.59888,0,1,tcp,1040,-------,0,0.0,1.0,326,634
-,3.60352,0,1,tcp,1040,-------,0,0.0,1.0,310,602
r,3.6052,0,1,tcp,1040,-------,0,0.0,1.0,308,598
+,3.6052,1,0,ack,40,-------,0,1.0,0.0,308,635
-,3.6052,1,0,ack,40,-------,0,1.0,0.0,308,635
r,3.6072,1,0,ack,40,-------,0,1.0,0.0,307,633
+,3.6072,0,1,tcp,1040,-------,0,0.0,1.0,327,636
-,3.61184,0,1,tcp,1040,-------,0,0.0,1.0,311,604
r,3.61352,0,1,tcp,1040,-------,0,0.0,1.0,309,600
+,3.61352,1,0,ack,40,-------,0,1.0,0.0,309,637
-,3.61352,1,0,ack,40,-------,0,1.0,0.0,309,637
r,3.61552,1,0,ack,40,-------,0,1.0,0.0,308,635
+,3.61552,0,1,tcp,1040,-------,0,0.0,1.0,328,638
-,3.62016,0,1,tcp,1040,-------,0,0.0,1.0,312,606
r,3.62184,0,1,tcp,1040,-------,0,0.0,1.0,310,602
+,3.62184,1,0,ack,40,-------,0,1.0,0.0,310,639
-,3.62184,1,0,ack,40,-------,0,1.0,0.0,310,639
r,3.62384,1,0,ack,40,-------,0,1.0,0.0,309,637
+,3.62384,0,1,tcp,1040,-------,0,0.0,1.0,329,640
-,3.62848,0,1,tcp,1040,-------,0,0.0,1.0,313,608
r,3.63016,0,1,tcp,1040,-------,0,0.0,1.0,311,604
+,3.63016,1,0,ack,40,-------,0,1.0,0.0,311,641
-,3.63016,1,0,ack,40,-------,0,1.0,0.0,311,641
r,3.63216,1,0,ack,40,-------,0,1.0,0.0,310,639
+,3.63216,0,1,tcp,1040,-------,0,0.0,1.0,330,642
-,3.6368,0,1,tcp,1040,-------,0,0.0,1.0,314,610
r,3.63848,0,1,tcp,1040,-------,0,0.0,1.0,312,606
+,3.63848,1,0,ack,40,-------,0,1.0,0.0,312,643
-,3.63848,1,0,ack,40,-------,0,1.0,0.0,312,643
r,3.64048,1,0,ack,40,-------,0,1.0,0.0,311,641
+,3.64048,0,1,tcp,1040,-------,0,0.0,1.0,331,644
-,3.64512,0,1,tcp,1040,-------,0,0.0,1.0,315,612
r,3.6468,0,1,tcp,1040,-------,0,0.0,1.0,313,608
+,3.6468,1,0,ack,40,-------,0,1.0,0.0,313,645
-,3.6468,1,0,ack,40,-------,0,1.0,0.0,313,645
r,3.6488,1,0,ack,40,-------,0,1.0,0.0,312,643
+,3.6488,0,1,tcp,1040,-------,0,0.0,1.0,332,646
-,3.65344,0,1,tcp,1040,-------,0,0.0,1.0,316,614
r,3.65512,0,1,tcp,1040,-------,0,0.0,1.0,314,610
+,3.65512,1,0,ack,40,-------,0,1.0,0.0,314,647
-,3.65512,1,0,ack,40,-------,0,1.0,0.0,314,647
r,3.65712,1,0,ack,40,-------,0,1.0,0.0,313,645
+,3.65712,0,1,tcp,1040,-------,0,0.0,1.0,333,648
-,3.66176,0,1,tcp,1040,-------,0,0.0,1.0,317,616
r,3.66344,0,1,tcp,1040,-------,0,0.0,1.0,315,612
+,3.66344,1,0,ack,40,-------,0,1.0,0.0,315,649
-,3.66344,1,0,ack,40,-------,0,1.0,0.0,315,649
r,3.66544,1,0,ack,40,-------,0,1.0,0.0,314,647
+,3.66544,0,1,tcp,1040,-------,0,0.0,1.0,334,650
-,3.67008,0,1,tcp,1040,-------,0,0.0,1.0,318,618
r,3.67176,0,1,tcp,1040,-------,0,0.0,1.0,316,614
+,3.67176,1,0,ack,40,-------,0,1.0,0.0,316,651
-,3.67176,1,0,ack,40,-------,0,1.0,0.0,316,651
r,3.67376,1,0,ack,40,-------,0,1.0,0.0,315,649
+,3.67376,0,1,tcp,1040,-------,0,0.0,1.0,335,652
-,3.6784,0,1,tcp,1040,-------,0,0.0,1.0,319,620
r,3.68008,0,1,tcp,1040,-------,0,0.0,1.0,317,616
+,3.68008,1,0,ack,40,-------,0,1.0,0.0,317,653
-,3.68008,1,0,ack,40,-------,0,1.0,0.0,317,653
r,3.68208,1,0,ack,40,-------,0,1.0,0.0,316,651
+,3.68208,0,1,tcp,1040,-------,0,0.0,1.0,336,654
-,3.68672,0,1,tcp,1040,-------,0,0.0,1.0,320,622
r,3.6884,0,1,tcp,1040,-------,0,0.0,1.0,318,618
+,3.6884,1,0,ack,40,-------,0,1.0,0.0,318,655
-,3.6884,1,0,ack,40,-------,0,1.0,0.0,318,655
r,3.6904,1,0,ack,40,-------,0,1.0,0.0,317,653
+,3.6904,0,1,tcp,1040,-------,0,0.0,1.0,337,656
-,3.69504,0,1,tcp,1040,-------,0,0.0,1.0,321,624
r,3.69672,0,1,tcp,1040,-------,0,0.0,1.0,319,620
+,3.69672,1,0,ack,40,-------,0,1.0,0.0,319,657
-,3.69672,1,0,ack,40,-------,0,1.0,0.0,319,657
r,3.69872,1,0,ack,40,-------,0,1.0,0.0,318,655
+,3.69872,0,1,tcp,1040,-------,0,0.0,1.0,338,658
-,3.70336,0,1,tcp,1040,-------,0,0.0,1.0,322,626
r,3.70504,0,1,tcp,1040,-------,0,0.0,1.0,320,622
+,3.70504,1,0,ack,40,-------,0,1.0,0.0,320,659
-,3.70504,1,0,ack,40,-------,0,1.0,0.0,320,659
r,3.70704,1,0,ack,40,-------,0,1.0,0.0,319,657
+,3.70704,0,1,tcp,1040,-------,0,0.0,1.0,339,660
-,3.71168,0,1,tcp,1040,-------,0,0.0,1.0,323,628
r,3.71336,0,1,tcp,1040,-------,0,0.0,1.0,321,624
+,3.71336,1,0,ack,40,-------,0,1.0,0.0,321,661
-,3.71336,1,0,ack,40,-------,0,1.0,0.0,321,661
r,3.71536,1,0,ack,40,-------,0,1.0,0.0,320,659
+,3.71536,0,1,tcp,1040,-------,0,0.0,1.0,340,662
-,3.72,0,1,tcp,1040,-------,0,0.0,1.0,324,630
r,3.72168,0,1,tcp,1040,-------,0,0.0,1.0,322,626
+,3.72168,1,0,ack,40,-------,0,1.0,0.0,322,663
-,3.72168,1,0,ack,40,-------,0,1.0,0.0,322,663
r,3.72368,1,0,ack,40,-------,0,1.0,0.0,321,661
+,3.72368,0,1,tcp,1040,-------,0,0.0,1.0,341,664
-,3.72832,0,1,tcp,1040,-------,0,0.0,1.0,325,632
r,3.73,0,1,tcp,1040,-------,0,0.0,1.0,323,628
+,3.73,1,0,ack,40,-------,0,1.0,0.0,323,665
-,3.73,1,0,ack,40,-------,0,1.0,0.0,323,665
r,3.732,1,0,ack,40,-------,0,1.0,0.0,322,663
+,3.732,0,1,tcp,1040,-------,0,0.0,1.0,342,666
-,3.73664,0,1,tcp,1040,-------,0,0.0,1.0,326,634
r,3.73832,0,1,tcp,1040,-------,0,0.0,1.0,324,630
+,3.73832,1,0,ack,40,-------,0,1.0,0.0,324,667
-,3.73832,1,0,ack,40,-------,0,1.0,0.0,324,667
r,3.74032,1,0,ack,40,-------,0,1.0,0.0,323,665
+,3.74032,0,1,tcp,1040,-------,0,0.0,1.0,343,668
-,3.74496,0,1,tcp,1040,-------,0,0.0,1.0,327,636
r,3.74664,0,1,tcp,1040,-------,0,0.0,1.0,325,632
+,3.74664,1,0,ack,40,-------,0,1.0,0.0,325,669
-,3.74664,1,0,ack,40,-------,0,1.0,0.0,325,669
r,3.74864,1,0,ack,40,-------,0,1.0,0.0,324,667
+,3.74864,0,1,tcp,1040,-------,0,0.0,1.0,344,670
-,3.75328,0,1,tcp,1040,-------,0,0.0,1.0,328,638
r,3.75496,0,1,tcp,1040,-------,0,0.0,1.0,326,634
+,3.75496,1,0,ack,40,-------,0,1.0,0.0,326,671
-,3.75496,1,0,ack,40,-------,0,1.0,0.0,326,671
r,3.75696,1,0,ack,40,-------,0,1.0,0.0,325,669
+,3.75696,0,1,tcp,1040,-------,0,0.0,1.0,345,672
-,3.7616,0,1,tcp,1040,-------,0,0.0,1.0,329,640
r,3.76328,0,1,tcp,1040,-------,0,0.0,1.0,327,636
+,3.76328,1,0,ack,40,-------,0,1.0,0.0,327,673
-,3.76328,1,0,ack,40,-------,0,1.0,0.0,327,673
r,3.76528,1,0,ack,40,-------,0,1.0,0.0,326,671
+,3.76528,0,1,tcp,1040,-------,0,0.0,1.0,346,674
-,3.76992,0,1,tcp,1040,-------,0,0.0,1.0,330,642
r,3.7716,0,1,tcp,1040,-------,0,0.0,1.0,328,638
+,3.7716,1,0,ack,40,-------,0,1.0,0.0,328,675
-,3.7716,1,0,ack,40,-------,0,1.0,0.0,328,675
r,3.7736,1,0,ack,40,-------,0,1.0,0.0,327,673
+,3.7736,0,1,tcp,1040,-------,0,0.0,1.0,347,676
-,3.77824,0,1,tcp,1040,-------,0,0.0,1.0,331,644
r,3.77992,0,1,tcp,1040,-------,0,0.0,1.0,329,640
+,3.77992,1,0,ack,40,-------,0,1.0,0.0,329,677
-,3.77992,1,0,ack,40,-------,0,1.0,0.0,329,677
r,3.78192,1,0,ack,40,-------,0,1.0,0.0,328,675
+,3.78192,0,1,tcp,1040,-------,0,0.0,1.0,348,678
-,3.78656,0,1,tcp,1040,-------,0,0.0,1.0,332,646
r,3.78824,0,1,tcp,1040,-------,0,0.0,1.0,330,642
+,3.78824,1,0,ack,40,-------,0,1.0,0.0,330,679
-,3.78824,1,0,ack,40,-------,0,1.0,0.0,330,679
r,3.79024,1,0,ack,40,-------,0,1.0,0.0,329,677
+,3.79024,0,1,tcp,1040,-------,0,0.0,1.0,349,680
-,3.79488,0,1,tcp,1040,-------,0,0.0,1.0,333,648
r,3.79656,0,1,tcp,1040,-------,0,0.0,1.0,331,644
+,3.79656,1,0,ack,40,-------,0,1.0,0.0,331,681
-,3.79656,1,0,ack,40,-------,0,1.0,0.0,331,681
r,3.79856,1,0,ack,40,-------,0,1.0,0.0,330,679
+,3.79856,0,1,tcp,1040,-------,0,0.0,1.0,350,682
-,3.8032,0,1,tcp,1040,-------,0,0.0,1.0,334,650
r,3.80488,0,1,tcp,1040,-------,0,0.0,1.0,332,646
+,3.80488,1,0,ack,40,-------,0,1.0,0.0,332,683
-,3.80488,1,0,ack,40,-------,0,1.0,0.0,332,683
r,3.80688,1,0,ack,40,-------,0,1.0,0.0,331,681
+,3.80688,0,1,tcp,1040,-------,0,0.0,1.0,351,684
-,3.81152,0,1,tcp,1040,-------,0,0.0,1.0,335,652
r,3.8132,0,1,tcp,1040,-------,0,0.0,1.0,333,648
+,3.8132,1,0,ack,40,-------,0,1.0,0.0,333,685
-,3.8132,1,0,ack,40,-------,0,1.0,0.0,333,685
r,3.8152,1,0,ack,40,-------,0,1.0,0.0,332,683
+,3.8152,0,1,tcp,1040,-------,0,0.0,1.0,352,686
-,3.81984,0,1,tcp,1040,-------,0,0.0,1.0,336,654
r,3.82152,0,1,tcp,1040,-------,0,0.0,1.0,334,650
+,3.82152,1,0,ack,40,-------,0,1.0,0.0,334,687
-,3.82152,1,0,ack,40,-------,0,1.0,0.0,334,687
r,3.82352,1,0,ack,40,-------,0,1.0,0.0,333,685
+,3.82352,0,1,tcp,1040,-------,0,0.0,1.0,353,688
-,3.82816,0,1,tcp,1040,-------,0,0.0,1.0,337,656
r,3.82984,0,1,tcp,1040,-------,0,0.0,1.0,335,652
+,3.82984,1,0,ack,40,-------,0,1.0,0.0,335,689
-,3.82984,1,0,ack,40,-------,0,1.0,0.0,335,689
r,3.83184,1,0,ack,40,-------,0,1.0,0.0,334,687
+,3.83184,0,1,tcp,1040,-------,0,0.0,1.0,354,690
-,3.83648,0,1,tcp,1040,-------,0,0.0,1.0,338,658
